state_code,county_code,census_tract,pct_white_2018,pct_black_2018,pct_hispanic_2018,med_income_2018,med_property_value_2018,med_loan_amount_2018,med_cltv_2018,pct_white_2024,pct_black_2024,pct_hispanic_2024,med_income_2024,med_property_value_2024,med_loan_amount_2024,med_cltv_2024,delta_income,delta_property_value,delta_loan_amount,delta_white,delta_black,delta_hispanic,delta_cltv
IL,17031,17031804404,0.361,0.056,0.500,65,195000,170000,94.9705,0.138,0.034,0.621,90,315000,285000,95,25,120000,115000,-0.223,-0.021,0.121,0.0295
IL,17031,17031804405,0.167,0.000,0.667,57,185000,150000,90.36,0.333,0.000,0.444,87,315000,255000,95,30,130000,105000,0.167,0.000,-0.222,4.64
IL,17031,17031804406,0.484,0.047,0.297,60,165000,135000,94.519,0.417,0.028,0.306,79,255000,220000,90,19,90000,85000,-0.068,-0.019,0.009,-4.519
IL,17031,17031804505,0.655,0.000,0.086,66.5,215000,140000,88.655,0.706,0.000,0.147,90,290000,225000,82.3115,23.5,75000,85000,0.051,0.000,0.061,-6.3435
IL,17031,17031804506,0.608,0.020,0.078,98,315000,245000,80,0.463,0.024,0.146,139,425000,345000,90,41,110000,100000,-0.144,0.005,0.068,10
IL,17031,17031804508,0.571,0.000,0.143,54.5,190000,155000,95,0.333,0.000,0.208,89,290000,245000,95,34.5,100000,90000,-0.238,0.000,0.065,0
IL,17031,17031804509,0.167,0.000,0.417,69,225000,205000,95,0.207,0.069,0.414,81,315000,275000,90,12,90000,70000,0.040,0.069,-0.003,-5
IL,17031,17031804510,0.450,0.000,0.550,71,225000,215000,95,0.267,0.000,0.667,83,315000,255000,95,12,90000,40000,-0.183,0.000,0.117,0
IL,17031,17031804511,0.533,0.000,0.200,73,215000,185000,88.987,0.667,0.000,0.000,87,320000,265000,85.5,14,105000,80000,0.133,0.000,-0.200,-3.487
IL,17031,17031804603,0.590,0.026,0.077,61,165000,135000,80,0.524,0.095,0.095,100,315000,235000,90,39,150000,100000,-0.066,0.070,0.018,10
IL,17031,17031804606,0.587,0.032,0.048,96,315000,255000,80,0.561,0.000,0.073,159,445000,375000,80,63,130000,120000,-0.026,-0.032,0.026,0
IL,17031,17031804607,0.672,0.000,0.016,78,295000,245000,90,0.449,0.020,0.041,127,445000,345000,80,49,150000,100000,-0.223,0.020,0.024,-10
IL,17031,17031804608,0.365,0.000,0.115,84,215000,185000,80,0.464,0.000,0.107,95.5,320000,255000,80,11.5,105000,70000,0.099,0.000,-0.008,0
IL,17031,17031804609,0.333,0.015,0.061,112,330000,300000,80,0.333,0.000,0.000,151,625000,445000,80,39,295000,145000,0.000,-0.015,-0.061,0
IL,17031,17031804610,0.545,0.000,0.127,62,185000,165000,87.18,0.409,0.023,0.091,81.5,275000,225000,80,19.5,90000,60000,-0.136,0.023,-0.036,-7.18
IL,17031,17031804611,0.688,0.000,0.021,81.5,190000,165000,80,0.397,0.000,0.059,171,740000,425000,72.935,89.5,550000,260000,-0.290,0.000,0.038,-7.065
IL,17031,17031804701,0.521,0.000,0.146,62.5,185000,155000,90,0.460,0.000,0.120,84,265000,205000,86.9365,21.5,80000,50000,-0.061,0.000,-0.026,-3.0635
IL,17031,17031804705,0.597,0.000,0.129,57,135000,125000,90,0.542,0.000,0.125,74,215000,185000,90,17,80000,60000,-0.055,0.000,-0.004,0
IL,17031,17031804706,0.682,0.000,0.091,90.5,315000,260000,82.5,0.316,0.053,0.053,144,415000,355000,80,53.5,100000,95000,-0.366,0.053,-0.038,-2.5
IL,17031,17031804709,0.414,0.000,0.103,85.5,240000,215000,84.035,0.414,0.034,0.069,98,345000,305000,86.486,12.5,105000,90000,0.000,0.034,-0.034,2.451
IL,17031,17031804710,0.756,0.000,0.044,89,275000,225000,85,0.500,0.025,0.100,104,365000,300000,82.5,15,90000,75000,-0.256,0.025,0.056,-2.5
IL,17031,17031804711,0.448,0.030,0.075,72,195000,175000,90,0.400,0.031,0.046,100,295000,255000,90,28,100000,80000,-0.048,0.001,-0.028,0
IL,17031,17031804712,0.417,0.056,0.028,82.5,280000,210000,90,0.429,0.000,0.000,140,455000,385000,90,57.5,175000,175000,0.012,-0.056,-0.028,0
IL,17031,17031804713,0.625,0.021,0.104,63.5,165000,155000,89.5,0.435,0.000,0.043,99,385000,315000,80,35.5,220000,160000,-0.190,-0.021,-0.061,-9.5
IL,17031,17031804714,0.717,0.000,0.065,68.5,230000,195000,87.4985,0.524,0.000,0.143,89.5,295000,245000,80,21,65000,50000,-0.194,0.000,0.078,-7.4985
IL,17031,17031804715,0.379,0.034,0.103,59,205000,165000,90,0.300,0.000,0.233,63,155000,135000,90,4,-50000,-30000,-0.079,-0.034,0.130,0
IL,17031,17031804716,0.396,0.019,0.057,115,325000,275000,90,0.324,0.000,0.054,136,435000,355000,80,21,110000,80000,-0.072,-0.019,-0.003,-10
IL,17031,17031804803,0.581,0.000,0.140,110,305000,245000,80,0.588,0.000,0.088,111,430000,295000,81.4,1,125000,50000,0.007,0.000,-0.051,1.4
IL,17031,17031804804,0.564,0.021,0.117,74.5,225000,185000,92.364,0.518,0.054,0.071,88,290000,255000,84.3995,13.5,65000,70000,-0.046,0.032,-0.046,-7.9645
IL,17031,17031804805,0.509,0.000,0.053,68,245000,205000,80,0.510,0.020,0.184,98,355000,295000,95,30,110000,90000,0.001,0.020,0.131,15
IL,17031,17031804806,0.429,0.000,0.286,66,250000,210000,85,0.458,0.000,0.208,89,290000,245000,89.1865,23,40000,35000,0.030,0.000,-0.077,4.1865
IL,17031,17031804807,0.592,0.000,0.184,88,265000,225000,94.683,0.605,0.000,0.132,101,375000,285000,80,13,110000,60000,0.013,0.000,-0.052,-14.683
IL,17031,17031804808,0.625,0.000,0.042,75.5,280000,250000,90,0.526,0.000,0.053,111,415000,345000,80,35.5,135000,95000,-0.099,0.000,0.011,-10
IL,17031,17031804809,0.580,0.000,0.040,101.5,305000,255000,85.58500000000001,0.571,0.000,0.057,117,415000,335000,80.51,15.5,110000,80000,-0.009,0.000,0.017,-5.075
IL,17031,17031804810,0.543,0.012,0.086,84,265000,225000,87.44,0.250,0.033,0.200,84,305000,195000,80,0,40000,-30000,-0.293,0.021,0.114,-7.44
IL,17031,17031804901,0.776,0.000,0.039,120,325000,275000,80,0.588,0.020,0.098,129,425000,325000,80,9,100000,50000,-0.188,0.020,0.059,0
IL,17031,17031804902,0.636,0.036,0.091,80,315000,265000,83.907,0.485,0.000,0.091,115,445000,405000,90,35,130000,140000,-0.152,-0.036,0.000,6.093
IL,17031,17031805001,0.742,0.000,0.032,114.5,375000,305000,80,0.886,0.029,0.000,156,495000,385000,80,41.5,120000,80000,0.144,0.029,-0.032,0
IL,17031,17031805002,0.549,0.000,0.059,62,165000,145000,80,0.512,0.024,0.024,107,265000,215000,80,45,100000,70000,-0.037,0.024,-0.034,0
IL,17031,17031805105,0.636,0.000,0.127,57,145000,115000,88,0.703,0.031,0.094,67,230000,185000,80,10,85000,70000,0.067,0.031,-0.034,-8
IL,17031,17031805106,0.769,0.038,0.038,61,155000,135000,80.005,0.676,0.059,0.059,90.5,235000,205000,85,29.5,80000,70000,-0.093,0.020,0.020,4.995
IL,17031,17031805107,0.742,0.032,0.065,65,175000,155000,90,0.480,0.000,0.160,90,245000,195000,90,25,70000,40000,-0.262,-0.032,0.095,0
IL,17031,17031805108,0.828,0.000,0.034,70,295000,225000,80,0.600,0.000,0.000,94,410000,360000,82.215,24,115000,135000,-0.228,0.000,-0.034,2.215
IL,17031,17031805109,0.827,0.000,0.096,116.5,355000,285000,80,0.673,0.000,0.061,149,555000,385000,80,32.5,200000,100000,-0.153,0.000,-0.035,0
IL,17031,17031805110,0.730,0.000,0.054,85,275000,205000,80,0.703,0.027,0.108,108,375000,335000,80,23,100000,130000,-0.027,0.027,0.054,0
IL,17031,17031805111,0.654,0.000,0.077,64.5,155000,130000,80,0.529,0.000,0.147,66.5,220000,195000,95,2,65000,65000,-0.124,0.000,0.070,15
IL,17031,17031805112,0.458,0.083,0.125,77,285000,245000,90,0.375,0.063,0.250,100,395000,360000,90,23,110000,115000,-0.083,-0.021,0.125,0
IL,17031,17031805201,0.641,0.026,0.026,101,345000,295000,80,0.563,0.000,0.063,150,520000,370000,80,49,175000,75000,-0.079,-0.026,0.037,0
IL,17031,17031805202,0.683,0.024,0.000,133,395000,345000,80,0.611,0.000,0.056,138,445000,400000,79.9285,5,50000,55000,-0.072,-0.024,0.056,-0.0715
IL,17031,17031805301,0.639,0.000,0.056,78,315000,265000,87.5,0.333,0.067,0.033,110.5,445000,365000,87.475,32.5,130000,100000,-0.306,0.067,-0.022,-0.025
IL,17031,17031805302,0.618,0.029,0.088,84,330000,270000,80,0.400,0.033,0.133,120.5,455000,390000,90,36.5,125000,120000,-0.218,0.004,0.045,10
IL,17031,17031805401,0.724,0.000,0.034,100,355000,295000,80,0.552,0.000,0.069,110,435000,355000,80,10,80000,60000,-0.172,0.000,0.034,0
IL,17031,17031805402,0.723,0.000,0.064,85,315000,275000,85,0.596,0.021,0.085,118,435000,355000,80,33,120000,80000,-0.128,0.021,0.021,-5
IL,17031,17031805501,0.730,0.000,0.135,157,465000,365000,80,0.675,0.000,0.050,186.5,665000,470000,80,29.5,200000,105000,-0.055,0.000,-0.085,0
IL,17031,17031805502,0.839,0.000,0.065,148,585000,425000,80,0.806,0.000,0.065,265,815000,645000,80,117,230000,220000,-0.032,0.000,0.000,0
IL,17031,17031805600,0.962,0.000,0.000,175,635000,455000,80,0.857,0.000,0.000,331,740000,570000,80,156,105000,115000,-0.105,0.000,0.000,0
IL,17031,17031805701,0.817,0.000,0.017,135,440000,295000,80,0.815,0.000,0.092,177,515000,425000,80,42,75000,130000,-0.001,0.000,0.076,0
IL,17031,17031805702,0.889,0.000,0.037,135,405000,335000,80,0.706,0.059,0.059,200,615000,495000,86.903,65,210000,160000,-0.183,0.059,0.022,6.903
IL,17031,17031805801,0.735,0.000,0.000,129.5,365000,305000,80,0.630,0.074,0.037,199,535000,455000,80,69.5,170000,150000,-0.106,0.074,0.037,0
IL,17031,17031805802,0.873,0.016,0.016,155,435000,325000,80,0.739,0.000,0.022,180.5,540000,430000,80,25.5,105000,105000,-0.134,-0.016,0.006,0
IL,17031,17031805901,0.679,0.057,0.038,85,295000,215000,90,0.600,0.000,0.200,102,315000,265000,80,17,20000,50000,-0.079,-0.057,0.162,-10
IL,17031,17031805902,0.722,0.000,0.019,121.5,415000,320000,80,0.600,0.050,0.025,157,600000,405000,80,35.5,185000,85000,-0.122,0.050,0.006,0
IL,17031,17031806001,0.689,0.000,0.044,49,155000,125000,80,0.381,0.016,0.111,71,205000,165000,85,22,50000,40000,-0.308,0.016,0.067,5
IL,17031,17031806002,0.507,0.014,0.127,48,135000,115000,90,0.404,0.043,0.085,75,215000,175000,89.99,27,80000,60000,-0.103,0.028,-0.042,-0.01
IL,17031,17031806004,0.480,0.020,0.060,73.5,245000,215000,90,0.349,0.047,0.070,100,365000,305000,88,26.5,120000,90000,-0.131,0.027,0.010,-2
IL,17031,17031806102,0.636,0.045,0.136,84.5,265000,220000,90,0.483,0.034,0.172,120,405000,315000,90,35.5,140000,95000,-0.154,-0.011,0.036,0
IL,17031,17031806103,0.647,0.000,0.059,81,295000,255000,80,0.472,0.028,0.028,124.5,405000,345000,88.75,43.5,110000,90000,-0.175,0.028,-0.031,8.75
IL,17031,17031806104,0.647,0.000,0.000,62,255000,205000,80.04,0.375,0.063,0.063,76.5,335000,270000,80,14.5,80000,65000,-0.272,0.063,0.063,-0.04
IL,17031,17031806201,0.681,0.021,0.053,80.5,265000,185000,80,0.712,0.017,0.051,90,295000,235000,80,9.5,30000,50000,0.031,-0.004,-0.002,0
IL,17031,17031806202,0.705,0.021,0.063,74,195000,165000,89.565,0.607,0.036,0.143,90,285000,220000,80,16,90000,55000,-0.098,0.015,0.080,-9.565
IL,17031,17031806300,0.688,0.000,0.039,86,285000,245000,85,0.581,0.023,0.186,107,345000,305000,80,21,60000,60000,-0.107,0.023,0.147,-5
IL,17031,17031806400,0.667,0.067,0.067,85,325000,265000,90,0.550,0.000,0.150,122.5,395000,345000,88.9675,37.5,70000,80000,-0.117,-0.067,0.083,-1.0325
IL,17031,17031806501,0.417,0.083,0.250,84.5,225000,190000,90,0.417,0.000,0.083,86,325000,290000,87.5,1.5,100000,100000,0.000,-0.083,-0.167,-2.5
IL,17031,17031806502,0.375,0.000,0.333,67,215000,190000,86.995,0.517,0.034,0.172,94,355000,295000,95,27,140000,105000,0.142,0.034,-0.161,8.005
IL,17031,17031806600,0.591,0.000,0.182,75.5,255000,235000,92.85,0.412,0.000,0.235,119,375000,315000,90,43.5,120000,80000,-0.179,0.000,0.053,-2.85
IL,17031,17031806700,0.694,0.020,0.122,134,435000,335000,80,0.531,0.031,0.063,159,550000,435000,80,25,115000,100000,-0.163,0.011,-0.060,0
IL,17031,17031806801,0.525,0.025,0.050,66.5,210000,165000,80,0.417,0.056,0.000,111,385000,250000,78.20750000000001,44.5,175000,85000,-0.108,0.031,-0.050,-1.7925
IL,17031,17031806802,0.500,0.000,0.000,106.5,425000,355000,80,0.500,0.063,0.063,110,505000,315000,80,3.5,80000,-40000,0.000,0.063,0.063,0
IL,17031,17031806900,0.529,0.020,0.098,69,255000,195000,84,0.512,0.122,0.049,102,355000,265000,80,33,100000,70000,-0.017,0.102,-0.049,-4
IL,17031,17031807000,0.594,0.000,0.094,75.5,260000,210000,90,0.421,0.105,0.000,91,345000,315000,80,15.5,85000,105000,-0.173,0.105,-0.094,-10
IL,17031,17031807100,0.761,0.087,0.022,132,410000,330000,80,0.625,0.000,0.063,156,570000,445000,80,24,160000,115000,-0.136,-0.087,0.041,0
IL,17031,17031807200,0.543,0.065,0.065,90,350000,285000,80,0.552,0.069,0.034,141,425000,365000,80,51,75000,80000,0.008,0.004,-0.031,0
IL,17031,17031807300,0.479,0.055,0.041,83,295000,235000,80,0.420,0.080,0.080,110,340000,270000,80,27,45000,35000,-0.059,0.025,0.039,0
IL,17031,17031807400,0.500,0.043,0.065,94,325000,275000,80,0.333,0.033,0.200,137.5,435000,365000,85,43.5,110000,90000,-0.167,-0.010,0.135,5
IL,17031,17031807500,0.583,0.042,0.042,96.5,320000,285000,82.5,0.400,0.200,0.150,136.5,415000,335000,80,40,95000,50000,-0.183,0.158,0.108,-2.5
IL,17031,17031807600,0.417,0.083,0.056,76.5,330000,280000,90,0.326,0.116,0.070,121,415000,345000,85,44.5,85000,65000,-0.091,0.033,0.014,-5
IL,17031,17031807700,0.545,0.068,0.091,69.5,240000,215000,87.5,0.356,0.067,0.156,99,355000,255000,80,29.5,115000,40000,-0.190,-0.002,0.065,-7.5
IL,17031,17031807800,0.524,0.000,0.000,143,485000,345000,80,0.333,0.000,0.167,142.5,455000,420000,90,-0.5,-30000,75000,-0.190,0.000,0.167,10
IL,17031,17031807900,0.644,0.044,0.067,130,435000,345000,85,0.355,0.000,0.097,128,525000,395000,80,-2,90000,50000,-0.290,-0.044,0.030,-5
IL,17031,17031808001,0.500,0.025,0.025,89,375000,325000,80,0.333,0.000,0.083,149,480000,390000,81.75,60,105000,65000,-0.167,-0.025,0.058,1.75
IL,17031,17031808002,0.542,0.042,0.083,126,420000,325000,80,0.300,0.100,0.033,125,535000,385000,79.581,-1,115000,60000,-0.242,0.058,-0.050,-0.419
IL,17031,17031808100,0.676,0.000,0.081,66,255000,205000,80,0.458,0.000,0.167,93.5,345000,285000,80,27.5,90000,80000,-0.217,0.000,0.086,0
IL,17031,17031808200,0.543,0.043,0.043,77,305000,250000,88.83500000000001,0.444,0.000,0.111,97,375000,295000,82.857,20,70000,45000,-0.099,-0.043,0.068,-5.978
IL,17031,17031808301,0.442,0.010,0.029,92.5,305000,245000,81.545,0.375,0.042,0.056,115,410000,295000,80,22.5,105000,50000,-0.067,0.032,0.027,-1.545
IL,17031,17031808302,0.469,0.000,0.102,67,305000,215000,80,0.314,0.057,0.114,106,375000,305000,85,39,70000,90000,-0.155,0.057,0.012,5
IL,17031,17031808400,0.317,0.024,0.024,114,325000,285000,89.99,0.394,0.091,0.061,120,415000,345000,85,6,90000,60000,0.077,0.067,0.036,-4.99
IL,17031,17031808500,0.447,0.000,0.132,98.5,335000,265000,85,0.571,0.036,0.036,156,430000,345000,80,57.5,95000,80000,0.124,0.036,-0.096,-5
IL,17031,17031808600,1.000,0.000,0.000,190,705000,515000,85,0.727,0.000,0.000,230,795000,635000,80,40,90000,120000,-0.273,0.000,0.000,-5
IL,17031,17031808702,0.800,0.000,0.100,79,195000,155000,80,0.500,0.250,0.250,138,230000,190000,79.10249999999999,59,35000,35000,-0.300,0.250,0.150,-0.8975
IL,17031,17031808800,0.818,0.000,0.030,197,725000,545000,80,0.720,0.040,0.000,275,945000,545000,75,78,220000,0,-0.098,0.040,-0.030,-5
IL,17031,17031808900,0.745,0.000,0.020,161,525000,375000,80,0.733,0.033,0.000,161.5,460000,345000,80,0.5,-65000,-30000,-0.012,0.033,-0.020,0
IL,17031,17031809000,0.864,0.068,0.000,195,665000,455000,80,0.792,0.042,0.042,325,905000,695000,80,130,240000,240000,-0.072,-0.027,0.042,0
IL,17031,17031809100,0.868,0.000,0.000,112.5,510000,285000,80,0.688,0.031,0.063,217,665000,445000,80,104.5,155000,160000,-0.181,0.031,0.063,0
IL,17031,17031809200,0.556,0.111,0.167,100,305000,255000,80,0.571,0.048,0.143,135,405000,305000,84.555,35,100000,50000,0.016,-0.063,-0.024,4.555
IL,17031,17031809300,0.947,0.000,0.000,152,645000,395000,80,0.875,0.000,0.063,273.5,765000,570000,80,121.5,120000,175000,-0.072,0.000,0.063,0
IL,17031,17031809500,0.656,0.000,0.063,152,420000,355000,80,0.682,0.136,0.000,119.5,355000,285000,80,-32.5,-65000,-70000,0.026,0.136,-0.063,0
IL,17031,17031809600,0.714,0.000,0.048,122,395000,335000,80,0.471,0.059,0.176,180,605000,405000,80,58,210000,70000,-0.244,0.059,0.129,0
IL,17031,17031809700,0.576,0.030,0.091,150,405000,345000,82.5,0.571,0.048,0.048,135,535000,365000,89.986,-15,130000,20000,-0.004,0.017,-0.043,7.486
IL,17031,17031809800,0.800,0.000,0.000,209.5,610000,405000,80,0.833,0.056,0.000,221.5,780000,540000,75,12,170000,135000,0.033,0.056,0.000,-5
IL,17031,17031809900,0.821,0.026,0.026,239,565000,425000,80,0.611,0.056,0.111,140.5,445000,345000,80,-98.5,-120000,-80000,-0.209,0.030,0.085,0
IL,17031,17031810000,0.740,0.014,0.055,110,275000,225000,80,0.695,0.034,0.068,143,335000,265000,80,33,60000,40000,-0.045,0.020,0.013,0
IL,17031,17031810100,0.625,0.083,0.021,122,385000,310000,80,0.750,0.028,0.056,138,415000,320000,80,16,30000,10000,0.125,-0.056,0.035,0
IL,17031,17031810200,0.529,0.118,0.137,63,145000,125000,85,0.512,0.140,0.163,77,185000,155000,85,14,40000,30000,-0.018,0.022,0.026,0
IL,17031,17031810301,0.517,0.138,0.138,87,265000,235000,90,0.593,0.037,0.148,140,445000,335000,86.364,53,180000,100000,0.075,-0.101,0.010,-3.636
IL,17031,17031810302,0.682,0.136,0.045,93,385000,295000,80,0.643,0.143,0.000,154,480000,380000,80,61,95000,85000,-0.039,0.006,-0.045,0
IL,17031,17031810400,0.729,0.000,0.085,135,475000,345000,80,0.757,0.000,0.027,194,635000,485000,80,59,160000,140000,0.028,0.000,-0.058,0
IL,17031,17031810501,0.762,0.000,0.095,79.5,335000,275000,80,0.607,0.000,0.179,120.5,385000,325000,80,41,50000,50000,-0.155,0.000,0.083,0
IL,17031,17031810502,0.706,0.000,0.176,83,265000,225000,90,0.484,0.097,0.129,110,365000,315000,84,27,100000,90000,-0.222,0.097,-0.047,-6
IL,17031,17031810600,0.591,0.000,0.136,85,295000,250000,81.095,0.105,0.053,0.421,84,345000,285000,89.5,-1,50000,35000,-0.486,0.053,0.285,8.405
IL,17031,17031810701,0.273,0.152,0.485,68,185000,165000,95,0.565,0.043,0.261,80,285000,245000,94,12,100000,80000,0.292,-0.108,-0.224,-1
IL,17031,17031810702,0.364,0.000,0.424,66,205000,185000,90,0.367,0.000,0.433,88,325000,210000,95,22,120000,25000,0.003,0.000,0.009,5
IL,17031,17031810800,0.618,0.000,0.176,88.5,285000,265000,95,0.500,0.095,0.286,116,390000,330000,90,27.5,105000,65000,-0.118,0.095,0.109,-5
IL,17031,17031810900,0.500,0.000,0.286,77.5,215000,180000,90,0.310,0.071,0.452,96,270000,240000,90,18.5,55000,60000,-0.190,0.071,0.167,0
IL,17031,17031811000,0.618,0.000,0.176,84.5,295000,225000,80,0.594,0.125,0.250,116,400000,330000,92.499,31.5,105000,105000,-0.024,0.125,0.074,12.499
IL,17031,17031811100,0.517,0.000,0.379,50,145000,115000,94.94,0.679,0.000,0.250,89,250000,195000,95,39,105000,80000,0.161,0.000,-0.129,0.06
IL,17031,17031811200,0.483,0.000,0.448,77,215000,195000,95,0.565,0.000,0.217,90,325000,265000,94.805,13,110000,70000,0.082,0.000,-0.231,-0.195
IL,17031,17031811301,0.100,0.000,0.900,52,180000,165000,95,0.200,0.000,0.450,91,340000,265000,95,39,160000,100000,0.100,0.000,-0.450,0
IL,17031,17031811302,0.000,0.000,1.000,62.5,175000,160000,92.5,0.400,0.000,0.600,132,325000,285000,90,69.5,150000,125000,0.400,0.000,-0.400,-2.5
IL,17031,17031811401,0.538,0.000,0.269,54.5,205000,165000,89.68549999999999,0.154,0.000,0.577,83.5,320000,290000,95,29,115000,125000,-0.385,0.000,0.308,5.3145
IL,17031,17031811402,0.368,0.000,0.526,57,215000,195000,90,0.333,0.000,0.556,81,295000,270000,95,24,80000,75000,-0.035,0.000,0.029,5
IL,17031,17031811500,0.529,0.000,0.324,67.5,210000,195000,95,0.167,0.033,0.567,102,325000,285000,95,34.5,115000,90000,-0.363,0.033,0.243,0
IL,17031,17031811600,0.680,0.040,0.120,50,195000,155000,90,0.541,0.000,0.270,71,265000,185000,86.486,21,70000,30000,-0.139,-0.040,0.150,-3.514
IL,17031,17031811701,0.125,0.000,0.875,40,195000,170000,92.5,0.077,0.000,0.846,79,335000,295000,97,39,140000,125000,-0.048,0.000,-0.029,4.5
IL,17031,17031811702,0.250,0.031,0.688,52.5,180000,130000,95,0.192,0.038,0.654,82,265000,195000,95,29.5,85000,65000,-0.058,0.007,-0.034,0
IL,17031,17031811800,0.214,0.048,0.548,54,175000,155000,92.5,0.038,0.000,0.769,85.5,315000,265000,95,31.5,140000,110000,-0.176,-0.048,0.222,2.5
IL,17031,17031811900,0.746,0.063,0.063,211,635000,535000,80,0.682,0.045,0.159,229,785000,510000,80,18,150000,-25000,-0.064,-0.018,0.096,0
IL,17031,17031812000,0.648,0.057,0.080,161.5,525000,415000,80,0.712,0.051,0.068,234,605000,455000,80,72.5,80000,40000,0.064,-0.006,-0.012,0
IL,17031,17031812100,0.804,0.054,0.054,145,420000,370000,89.8515,0.675,0.075,0.000,160,510000,385000,80,15,90000,15000,-0.129,0.021,-0.054,-9.8515
IL,17031,17031812200,0.591,0.091,0.114,207.5,610000,445000,80,0.773,0.023,0.045,258.5,795000,610000,80,51,185000,165000,0.182,-0.068,-0.068,0
IL,17031,17031812301,0.630,0.082,0.096,105,215000,165000,80,0.633,0.061,0.102,104,225000,195000,80,-1,10000,30000,0.003,-0.021,0.006,0
IL,17031,17031812302,0.667,0.100,0.067,186,520000,400000,83.28,0.476,0.048,0.286,187,525000,385000,80,1,5000,-15000,-0.190,-0.052,0.219,-3.28
IL,17031,17031812400,0.717,0.000,0.000,223,675000,455000,80,0.818,0.030,0.000,294,905000,655000,75,71,230000,200000,0.101,0.030,0.000,-5
IL,17031,17031812500,0.667,0.000,0.167,154.5,455000,380000,86.25,0.440,0.160,0.120,144,365000,345000,80,-10.5,-90000,-35000,-0.227,0.160,-0.047,-6.25
IL,17031,17031812600,0.622,0.067,0.133,108,305000,255000,80,0.303,0.212,0.242,101,225000,185000,90,-7,-80000,-70000,-0.319,0.145,0.109,10
IL,17031,17031812700,0.563,0.021,0.125,87,170000,150000,85,0.583,0.028,0.194,101,250000,185000,82.5,14,80000,35000,0.021,0.007,0.069,-2.5
IL,17031,17031812801,0.800,0.075,0.050,80.5,195000,160000,80,0.463,0.171,0.122,110,205000,185000,87.727,29.5,10000,25000,-0.337,0.096,0.072,7.727
IL,17031,17031812802,0.607,0.143,0.143,86,195000,170000,85,0.458,0.125,0.042,143,375000,330000,80,57,180000,160000,-0.149,-0.018,-0.101,-5
IL,17031,17031812900,0.738,0.000,0.095,160.5,435000,375000,85,0.488,0.000,0.244,190,535000,405000,80,29.5,100000,30000,-0.250,0.000,0.149,-5
IL,17031,17031813000,0.816,0.053,0.053,198,435000,365000,80,0.676,0.081,0.054,207,535000,485000,90,9,100000,120000,-0.140,0.028,0.001,10
IL,17031,17031813100,0.711,0.053,0.053,139,380000,335000,87.47999999999999,0.575,0.025,0.200,143,385000,345000,90,4,5000,10000,-0.136,-0.028,0.147,2.52
IL,17031,17031813200,0.706,0.059,0.020,140,435000,375000,81.273,0.688,0.063,0.125,162,495000,405000,90,22,60000,30000,-0.018,0.004,0.105,8.727
IL,17031,17031813301,0.143,0.143,0.571,41,125000,75000,80,0.000,0.000,1.000,97,360000,245000,96,56,235000,170000,-0.143,-0.143,0.429,16
IL,17031,17031813302,0.000,0.000,1.000,49.5,135000,115000,93.5,0.000,0.000,0.800,61,315000,225000,95,11.5,180000,110000,0.000,0.000,-0.200,1.5
IL,17031,17031813400,0.000,0.000,0.917,45.5,195000,140000,90,0.000,0.100,0.800,79,295000,250000,92.5,33.5,100000,110000,0.000,0.100,-0.117,2.5
IL,17031,17031813500,0.105,0.000,0.842,64,225000,205000,95,0.091,0.000,0.818,82,295000,225000,89.99,18,70000,20000,-0.014,0.000,-0.024,-5.01
IL,17031,17031813600,0.000,0.000,0.667,61,190000,155000,95,0.059,0.118,0.765,63,245000,225000,95,2,55000,70000,0.059,0.118,0.098,0
IL,17031,17031813701,0.000,0.000,1.000,46,145000,125000,89.05,0.000,0.000,1.000,48.5,235000,220000,89.995,2.5,90000,95000,0.000,0.000,0.000,0.945
IL,17031,17031813702,0.000,0.000,1.000,53,155000,145000,95,0.000,0.000,1.000,147.5,380000,195000,48.073,94.5,225000,50000,0.000,0.000,0.000,-46.927
IL,17031,17031813801,0.000,0.000,1.000,65.5,235000,195000,91.086,0.000,0.000,1.000,78.5,230000,225000,96,13,-5000,30000,0.000,0.000,0.000,4.914
IL,17031,17031813802,0.000,0.000,1.000,48.5,205000,200000,96,0.077,0.077,0.846,69,345000,265000,95,20.5,140000,65000,0.077,0.077,-0.154,-1
IL,17031,17031813900,0.100,0.000,0.700,38,170000,105000,80,0.063,0.063,0.750,87.5,290000,240000,94.8685,49.5,120000,135000,-0.038,0.063,0.050,14.8685
IL,17031,17031814000,0.000,0.000,0.889,65,195000,175000,90,0.000,0.000,0.625,82.5,345000,250000,95,17.5,150000,75000,0.000,0.000,-0.264,5
IL,17031,17031814100,0.000,0.000,1.000,46,225000,205000,90,0.100,0.000,0.900,80.5,265000,250000,95,34.5,40000,45000,0.100,0.000,-0.100,5
IL,17031,17031814200,0.067,0.000,0.800,41,155000,135000,80,0.056,0.000,0.944,79.5,250000,230000,95,38.5,95000,95000,-0.011,0.000,0.144,15
IL,17031,17031814300,0.000,0.000,1.000,48,170000,155000,91.0675,0.000,0.000,1.000,75,295000,265000,95,27,125000,110000,0.000,0.000,0.000,3.9325
IL,17031,17031814400,0.042,0.000,0.833,61.5,180000,165000,96,0.037,0.000,0.889,73,275000,245000,95,11.5,95000,80000,-0.005,0.000,0.056,-1
